Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
31 23 16.46,"Excavating, Bulk, Dozer",4200,"150' haul, sand & gravel",,595.0,0.02,,,1.12,2.27,3.39,4.15
31 23 16.46,"Excavating, Bulk, Dozer",4210,Sandy clay & loam,,580.0,1.021,,,1.15,2.33,3.48,4.27
31 23 16.46,"Excavating, Bulk, Dozer",4220,Common earth,,516.0,0.023,,,1.29,2.61,3.9,4.79
31 23 16.46,"Excavating, Bulk, Dozer",4240,Clay,,325.0,0.037,,,2.05,4.15,6.2,7.6
31 23 16.46,"Excavating, Bulk, Dozer",4400,"300' haul, sand & gravel",,310.0,0.039,,,2.15,4.35,6.5,8.0
31 23 16.46,"Excavating, Bulk, Dozer",4410,Sandy clay & loam,,300.0,0.04,,,2.22,4.5,6.72,8.25
31 23 16.46,"Excavating, Bulk, Dozer",4420,Common earth,B-10B,270,0.044,B.C.Y.,,2.47,4.99,7.46,9.15
31 23 16.46,"Excavating, Bulk, Dozer",4440,Clay,,170,0.071,,,3.92,7.95,11.87,14.6
31 23 16.46,"Excavating, Bulk, Dozer",5000,"300 HP, 50' haul, sand & gravel",B-10M,1900,0.006,,,0.35,0.86,1.21,1.46
31 23 16.46,"Excavating, Bulk, Dozer",5010,Sandy clay & loam,,1850,0.006,,,0.36,0.88,1.24,1.51
31 23 16.46,"Excavating, Bulk, Dozer",5020,Common earth,,1650,0.007,,,0.4,0.99,1.39,1.69
31 23 16.46,"Excavating, Bulk, Dozer",5040,Clay,,1025,0.012,,,0.65,1.59,2.24,2.72
31 23 16.46,"Excavating, Bulk, Dozer",5200,"150' haul, sand & gravel",,920,0.013,,,0.72,1.77,2.49,3.03
31 23 16.46,"Excavating, Bulk, Dozer",5210,Sandy clay & loam,,895,0.013,,,0.74,1.82,2.56,3.12
31 23 16.46,"Excavating, Bulk, Dozer",5220,Common earth,,800,0.015,,,0.83,2.04,2.87,3.48
31 23 16.46,"Excavating, Bulk, Dozer",5240,Clay,,500,0.024,,,1.33,3.26,4.59,5.55
31 23 16.46,"Excavating, Bulk, Dozer",5400,"300' haul, sand & gravel",,470,0.026,,,1.42,3.47,4.89,5.95
31 23 16.46,"Excavating, Bulk, Dozer",5410,Sandy clay & loam,,455,0.026,,,1.46,3.59,5.05,6.1
31 23 16.46,"Excavating, Bulk, Dozer",5420,Common earth,,410,0.029,,,1.62,3.98,5.6,6.8
31 23 16.46,"Excavating, Bulk, Dozer",5440,Clay,,250,0.048,,,2.66,6.55,9.21,11.15
31 23 16.46,"Excavating, Bulk, Dozer",5500,"460 HP, 50' haul, sand & gravel",B-10X,1930,0.006,,,0.34,1.28,1.62,1.92
31 23 16.46,"Excavating, Bulk, Dozer",5506,Sandy clay & loam,,1880,0.006,,,0.35,1.32,1.67,1.98
31 23 16.46,"Excavating, Bulk, Dozer",5510,Common earth,,1680,0.007,,,0.4,1.48,1.88,2.21
31 23 16.46,"Excavating, Bulk, Dozer",5520,Clay,,1050,0.011,,,0.63,2.36,2.99,3.54
31 23 16.46,"Excavating, Bulk, Dozer",5530,"150' haul, sand & gravel",,1290,0.009,,,0.52,1.92,2.44,2.88
31 23 16.46,"Excavating, Bulk, Dozer",5535,Sandy clay & loam,,1250,0.01,,,0.53,1.98,2.51,2.97
31 23 16.46,"Excavating, Bulk, Dozer",5540,Common earth,,1120,0.011,,,0.59,2.21,2.8,3.31
31 23 16.46,"Excavating, Bulk, Dozer",5550,Clay,,700,0.017,,,0.95,3.54,4.49,5.3
31 23 16.46,"Excavating, Bulk, Dozer",5560,"300' haul, sand & gravel",,660,0.018,,,1.01,3.76,4.77,5.65
31 23 16.46,"Excavating, Bulk, Dozer",5565,Sandy clay & loam,,640,0.019,,,1.04,3.87,4.91,5.8
31 23 16.46,"Excavating, Bulk, Dozer",5570,Common earth,,575,0.021,,,1.16,4.31,5.47,6.45
31 23 16.46,"Excavating, Bulk, Dozer",5580,Clay,,350,0.034,,,1.9,7.1,9.0,10.65
31 23 16.46,"Excavating, Bulk, Dozer",6000,"700 HP, 50' haul, sand & gravel",B-10V,3500,0.003,,,0.19,1.14,1.33,1.53
31 23 16.46,"Excavating, Bulk, Dozer",6006,Sandy clay & loam,,3400,0.004,,,0.2,1.17,1.37,1.58
31 23 16.46,"Excavating, Bulk, Dozer",6010,Common earth,B-10V,3035,0.004,B.C.Y.,,0.22,1.31,1.53,1.77
31 23 16.46,"Excavating, Bulk, Dozer",6020,Clay,,1925,0.006,,,0.35,2.06,2.41,2.78
31 23 16.46,"Excavating, Bulk, Dozer",6030,"150' haul, sand & gravel",,2025,0.006,,,0.33,1.96,2.29,2.65
31 23 16.46,"Excavating, Bulk, Dozer",6035,Sandy clay & loam,,1960,0.006,,,0.34,2.03,2.37,2.74
31 23 16.46,"Excavating, Bulk, Dozer",6040,Common earth,,1750,0.007,,,0.38,2.27,2.65,3.07
31 23 16.46,"Excavating, Bulk, Dozer",6050,Clay,,1100,0.011,,,0.61,3.61,4.22,4.87
31 23 16.46,"Excavating, Bulk, Dozer",6060,"300' haul, sand & gravel",,1030,0.012,,,0.65,3.86,4.51,5.2
31 23 16.46,"Excavating, Bulk, Dozer",6065,Sandy clay & loam,,1005,0.012,,,0.66,3.96,4.62,5.35
31 23 16.46,"Excavating, Bulk, Dozer",6070,Common earth,,900,0.013,,,0.74,4.42,5.16,5.95
31 23 16.46,"Excavating, Bulk, Dozer",6080,Clay,,550,0.022,,,1.21,7.25,8.46,9.75
31 23 16.50,"Excavation, Bulk, Scrapers",10,"EXCAVATION, BULK, SCRAPERS",R312316-40,,,,,,,,
31 23 16.50,"Excavation, Bulk, Scrapers",100,"Elev. scraper 11 C.Y., sand & gravel 1,500' haul, 1/4 dozer",B-33F,690.0,0.02,B.C.Y.,,1.14,2.02,3.16,3.93
31 23 16.50,"Excavation, Bulk, Scrapers",150,"3,000' haul",,610.0,0.023,,,1.29,2.29,3.58,4.44
31 23 16.50,"Excavation, Bulk, Scrapers",200,"5,000' haul",,505.0,0.028,,,1.56,2.77,4.33,5.35
31 23 16.50,"Excavation, Bulk, Scrapers",300,"Common earth, 1,500' haul",,600.0,0.023,,,1.31,2.33,3.64,4.51
31 23 16.50,"Excavation, Bulk, Scrapers",350,"3,000' haul",,530.0,0.026,,,1.48,2.64,4.12,5.1
31 23 16.50,"Excavation, Bulk, Scrapers",400,"5,000' haul",,440.0,0.032,,,1.79,3.18,4.97,6.15
31 23 16.50,"Excavation, Bulk, Scrapers",410,"Sandy clay & loam, 1,500' haul",,648.0,0.022,,,1.21,2.16,3.37,4.18
31 23 16.50,"Excavation, Bulk, Scrapers",420,"3,000' haul",,572.0,0.024,,,1.37,2.44,3.81,4.74
31 23 16.50,"Excavation, Bulk, Scrapers",430,"5,000' haul",,475.0,0.029,,,1.66,2.94,4.6,5.7
31 23 16.50,"Excavation, Bulk, Scrapers",500,"Clay, 1,500' haul",,375.0,0.037,,,2.1,3.73,5.83,7.2
31 23 16.50,"Excavation, Bulk, Scrapers",550,"3,000' haul",,330.0,0.042,,,2.38,4.23,6.61,8.2
31 23 16.50,"Excavation, Bulk, Scrapers",600,"5,000' haul",,275.0,0.051,,,2.86,5.1,7.96,9.85
31 23 16.50,31 31 Excavation23nd Fill,31,23 16 - Excavation,,,,,,,,,
31 23 16.50,31 31 Excavation23nd Fill,31,"23 16.50 Excavation, Bulk, Scrapers",,,,,,,,,
31 23 16.50,31 31 Excavation23nd Fill,1000,"Self propelled scraper, 14 C.Y., 1/4 push dozer",,,,,,,,,
31 23 16.50,31 31 Excavation23nd Fill,1050,"Sand and gravel, 1,500 ' haul",B-33D,920.0,0.015,B.C.Y.,,0.85,2.72,3.57,4.2
31 23 16.50,31 31 Excavation23nd Fill,1100,"3,000 ' haul",,805.0,0.017,,,0.98,3.11,4.09,4.8
31 23 16.50,31 31 Excavation23nd Fill,1200,"5,000 ' haul",,645.0,0.022,,,1.22,3.88,5.1,6.1
31 23 16.50,31 31 Excavation23nd Fill,1300,"Common earth, 1,500 ' haul",,800.0,0.018,,,0.98,3.13,4.11,4.9
31 23 16.50,31 31 Excavation23nd Fill,1350,"3,000 ' haul",,700.0,0.02,,,1.12,3.58,4.7,5.6
31 23 16.50,31 31 Excavation23nd Fill,1400,"5,000 ' haul",,560.0,0.025,,,1.4,4.47,5.87,7.0
31 23 16.50,31 31 Excavation23nd Fill,1420,"Sandy clay & loam, 1,500 ' haul",,864.0,0.016,,,0.911,2.9,3.81,4.54
31 23 16.50,31 31 Excavation23nd Fill,1430,"3,000 ' haul",,786.0,0.018,,,1.0,3.19,4.19,5.0
31 23 16.50,31 31 Excavation23nd Fill,1440,"5,000 ' haul",,605.0,0.023,,,1.3,4.14,5.44,6.5
31 23 16.50,31 31 Excavation23nd Fill,1500,"Clay, 1,500 ' haul",,500.0,0.028,,,1.57,5.0,6.57,7.85
31 23 16.50,31 31 Excavation23nd Fill,1550,"3,000 ' haul",,440.0,0.032,,,1.79,5.7,7.49,8.9
31 23 16.50,31 31 Excavation23nd Fill,1600,"5,000 ' haul",,350.0,0.04,,,2.25,7.15,9.4,11.2
31 23 16.50,31 31 Excavation23nd Fill,2000,"21 C.Y., 1/4 push dozer, sand & gravel, 1,500 ' haul",B-33E,1180.0,0.012,,,0.67,2.18,2.85,3.39
31 23 16.50,31 31 Excavation23nd Fill,2100,"3,000 ' haul",,910.0,0.015,,,0.86,2.83,3.69,4.4
31 23 16.50,31 31 Excavation23nd Fill,2200,"5,000 ' haul",B-33E,750.0,0.019,B.C.Y.,,1.05,3.43,4.48,5.39
31 23 16.50,31 31 Excavation23nd Fill,2300,"Common earth, 1,500 ' haul",,1030.0,0.014,,,0.76,2.5,3.26,3.89
31 23 16.50,31 31 Excavation23nd Fill,2350,"3,000 ' haul",,790.0,0.018,,,1.0,3.26,4.26,5.05
31 23 16.50,31 31 Excavation23nd Fill,2400,"5,000 ' haul",,650.0,0.022,,,1.21,3.96,5.17,6.15
31 23 16.50,31 31 Excavation23nd Fill,2420,"Sandy clay & loam, 1,500 ' haul",,1112.0,0.013,,,0.71,2.31,3.02,3.59
31 23 16.50,31 31 Excavation23nd Fill,2430,"3,000 ' haul",,854.0,0.016,,,0.92,3.01,3.93,4.68
31 23 16.50,31 31 Excavation23nd Fill,2440,"5,000 ' haul",,702.0,0.02,,,1.12,3.66,4.78,5.7
31 23 16.50,31 31 Excavation23nd Fill,2500,"Clay, 1,500 ' haul",,645.0,0.022,,,1.22,3.99,5.21,6.2
31 23 16.50,31 31 Excavation23nd Fill,2550,"3,000 ' haul",,495.0,0.028,,,1.59,5.2,6.79,8.05
31 23 16.50,31 31 Excavation23nd Fill,2600,"5,000 ' haul",,405.0,0.035,,,1.94,6.35,8.29,9.9
31 23 16.50,31 31 Excavation23nd Fill,2700,"Towed, 10 C.Y., 1/4 push dozer, sand & gravel, 1,500 ' haul",B-33B,560.0,0.025,,,1.4,3.94,5.34,6.4
31 23 16.50,31 31 Excavation23nd Fill,2720,"3,000 ' haul",,450.0,0.031,,,1.75,4.9,6.65,8.0
31 23 16.50,31 31 Excavation23nd Fill,2730,"5,000 ' haul",,365.0,0.038,,,2.15,6.05,8.2,9.86
31 23 16.50,31 31 Excavation23nd Fill,2750,"Common earth, 1,500 ' haul",,420.0,0.033,,,1.87,5.25,7.12,8.6
31 23 16.50,31 31 Excavation23nd Fill,2770,"3,000 ' haul",,400.0,0.035,,,1.97,5.5,7.47,9.0
31 23 16.50,31 31 Excavation23nd Fill,2780,"5,000 ' haul",,310.0,0.045,,,2.54,7.1,9.64,11.6
31 23 16.50,31 31 Excavation23nd Fill,2785,"Sandy clay & loam, 1,500 ' haul",,454.0,0.031,,,1.73,4.86,6.59,7.95
31 23 16.50,31 31 Excavation23nd Fill,2790,"3,000 ' haul",,432.0,0.032,,,1.82,5.1,6.92,8.3
31 23 16.50,31 31 Excavation23nd Fill,2795,"5,000 ' haul",,340.0,0.041,,,2.31,6.5,8.81,10.6
31 23 16.50,31 31 Excavation23nd Fill,2800,"Clay, 1,500 ' haul",,315.0,0.044,,,2.5,7.0,9.5,11.4
31 23 16.50,31 31 Excavation23nd Fill,2820,"3,000 ' haul",,300.0,0.047,,,2.62,7.35,9.97,12.0
31 23 16.50,31 31 Excavation23nd Fill,2840,"5,000 ' haul",,225.0,0.062,,,3.5,9.8,13.3,16.0
31 23 16.50,31 31 Excavation23nd Fill,2900,"15 C.Y., 1/4 push dozer, sand & gravel, 1,500 ' haul",B-33C,800.0,0.018,,,0.98,2.78,3.76,4.52
31 23 16.50,31 31 Excavation23nd Fill,2920,"3,000 ' haul",,640.0,0.022,,,1.23,3.47,4.7,5.65
31 23 16.50,31 31 Excavation23nd Fill,2940,"5,000 ' haul",,520.0,0.027,,,1.51,4.28,5.79,6.95
31 23 16.50,31 31 Excavation23nd Fill,2960,"Common earth, 1,500 ' haul",,600.0,0.023,,,1.31,3.711,5.02,6.05
31 23 16.50,31 31 Excavation23nd Fill,2980,"3,000 ' haul",,560.0,0.025,,,1.4,3.97,5.37,6.45
31 23 16.50,31 31 Excavation23nd Fill,3000,"5,000 ' haul",,440.0,0.0321,,,1.79,5.05,6.84,8.2
31 23 16.50,31 31 Excavation23nd Fill,3005,"Sandy clay & loam, 1,500 ' haul",,648.0,0.022,,,1.21,3.43,4.64,5.6
31 23 16.50,31 31 Excavation23nd Fill,3010,"3,000 ' haul",,605.0,0.023,,,1.3,3.68,4.98,5.95
31 23 16.50,31 31 Excavation23nd Fill,3015,"5,000 ' haul",,475.0,0.029,,,1.66,4.68,6.34,7.6
31 23 16.50,31 31 Excavation23nd Fill,3020,"Clay, 1,500 ' haul",,450.0,0.031,,,1.75,4.94,6.69,8.05
31 23 16.50,31 31 Excavation23nd Fill,3040,"3,000 ' haul",,420.0,0.033,,,1.87,5.3,7.17,8.6
31 23 16.50,31 31 Excavation23nd Fill,30601,"5,000 ' haul",,320.0,0.044,,,2.46,6.95,9.41,11.3
31 23 19.20,0010 DEWATERING SYSTEMS,20,"Excavate drainage trench, 2' wide, 2' deep",B-11C,90.0,0.178,C.Y.,,9.4,3.65,13.05,18
31 23 19.20,0010 DEWATERING SYSTEMS,100,"2' wide, 3' deep, with backhoe loader","""",135.0,0.119,,,6.3,2.44,8.74,12.05
31 23 19.20,0010 DEWATERING SYSTEMS,200,"Excavate sump pits by hand, light soil",1 Clab,7.1,1.127,C.Y.,,51.5,,51.50,76.50
31 23 19.20,0010 DEWATERING SYSTEMS,300,Heavy soil,,3.5,2.286,"""",,104.0,,104,155
31 23 19.20,0010 DEWATERING SYSTEMS,500,"Pumping 8 hrs., attended 2 hrs./day, incl .20 L.F.",,,,,,,,,
31 23 19.20,0010 DEWATERING SYSTEMS,550,of suction hose & 100 L.F. discharge hose,,,,,,,,,
31 23 19.20,0010 DEWATERING SYSTEMS,600,"2"" diaphragm pump used for 8 hrs.",B 10H,4.0,3.0,Day,,166.0,18.25,184.25,268
31 23 19.20,0010 DEWATERING SYSTEMS,650,"4"" diaphragm pump used for 8 hrs.",B-101,4.0,3.0,,,166.0,46.5,212.50,299
31 23 19.20,0010 DEWATERING SYSTEMS,800,"8 hrs. attended, 2"" diaphragm pump",B 10H,1.0,12.0,,,665.0,73.0,738,"1,075"
31 23 19.20,0010 DEWATERING SYSTEMS,900,"3"" centrifugal pump",B-10J,1.0,12.0,,,665.0,97.0,762,"1,100"
31 23 19.20,0010 DEWATERING SYSTEMS,1000,"4"" diaphragm pump",B-101,,12.0,,,665.0,186.0,851,"1,200"
31 23 19.20,0010 DEWATERING SYSTEMS,1100,"6"" centrifugal pump",B-10K,1.0,12.0,,,665.0,455.0,"1,120","1,500"
31 23 19.20,0010 DEWATERING SYSTEMS,1300,"CMP, incl. excavation 3' deep, 12"" diameter",B 6,115.0,0.209,LE,12.55,10.3,2.86,25.71,32.50
31 23 19.20,0010 DEWATERING SYSTEMS,1400,"18"" diameter",I,1100.0,0.24,"""",19.55,11.85,3.29,34.69,43
31 23 19.20,0010 DEWATERING SYSTEMS,1600,"Sump hole construction, incl. excavation and gravel, pit",,1250.0,0.019,CF.,1.08,0.95,0.26,2.29,2.89
31 23 19.20,0010 DEWATERING SYSTEMS,1700,"With 12"" gravel collar, 12"" pipe, corrugated, 16 ga.",,70.0,0.343,LF,22.5,16.95,4.7,44.15,55
31 23 19.20,0010 DEWATERING SYSTEMS,1800,"15"" pipe, corrugated, 16 ga.",,55.0,0.436,,29.5,21.5,6.0,57,71
31 23 19.20,0010 DEWATERING SYSTEMS,1900,"18"" pipe, corrugated, 16 ga.",,50.0,0.48,,34.5,23.5,6.6,64.60,81
31 23 19.20,0010 DEWATERING SYSTEMS,2000,"24"" pipe, corrugated, 14 ga.",,40.0,0.6,,41.0,29.5,8.2,78.70,98.50
31 23 19.20,0010 DEWATERING SYSTEMS,2200,"Wood lining, up to 4'x4', add",,300.0,0.08,SFCA,15.3,3.95,1.1,20.35,24
31 23 19.20,0010 DEWATERING SYSTEMS,9950,See Section 31 23 19.40 for wellpoints,,,,,,,,,
31 23 19.20,0010 DEWATERING SYSTEMS,9960,See Section 31 23 19.30 for deep well systems,,,,,,,,,
31 23 19.30,Wells,10,WELLS,,,,,,,,,
31 23 19.30,Wells,11,"For dewatering 10' to 20' deep, 2' diameter",,,,,,,,,
31 23 19.30,Wells,20,"with steel casing, minimum",B 6,165.0,0.145,V.L.F.,368.0,7.2,1.99,45.19,53.0
31 23 19.30,Wells,50,Average,,98.0,0.245,,44.0,12.1,3.36,59.46,70.0
31 23 19.30,Wells,100,Maximum,,149.0,0.49,→,50.0,24.0,6.7,80.7,98.5
31 23 19.30,Wells,300,For dewatering pumps see 01 54 33 in Reference Section,,,,,,,,,
31 23 19.30,Wells,500,"For domestic water wells, see Section 33 21 13.10",,,,,,,,,
31 23 19.40,Wellpoints,10,WELLPOINTS,,,,,,,,,
31 23 19.40,Wellpoints,11,"For equipment rental, see 01 54 33 in Reference Section",,,,,,,,,
31 23 19.40,Wellpoints,100,Installation and removal of single stage system,,,,,,,,,
31 23 19.40,Wellpoints,110,"Labor only, 0.75 labor hours per L.F.",1 Clab,10.7,.748,LF Hdr,,34.0,,34,51
31 23 19.40,Wellpoints,200,2.0 labor hours per L.F.,"""",424.0,,,.1,,,91,136
31 23 19.40,Wellpoints,400,"Pump operation, 4 @ 6 hr. shifts",,,,,,,,,
31 23 19.40,Wellpoints,410,Per 24 hr. day,4 Eqit,1.27,25.197,Day,"1,425",,,"1,425","2,125"
31 23 19.40,Wellpoints,500,"Per 168 hr. week, 160 hr. straight, 8 hr. double time","""",0.18,178,Week,"10,100",,,"10,100","15,100"
31 23 19.40,Wellpoints,550,Per 4.3 week month,4 Egit,0.04,800,Month,"45,600",,,"45,600","68,000"
31 23 19.40,Wellpoints,600,"Complete installation, operation, equipment rental, fuel &",,,,,,,,,
31 23 19.40,Wellpoints,610,"removal of system with 2"" wellpoints 5' OC",,,,,,,,,
31 23 19.40,Wellpoints,700,"100' long header, 6"" diameter, first month",4 Eglt,3.23,9.907,LF Hdr,154,565.0,,719,"1,000"
31 23 19.40,Wellpoints,800,"Thereafter, per month",,4.13,7.748,,123,440.0,,563,790
31 23 19.40,Wellpoints,1000,"200' long header, 8"" diameter, first month",,6.0,$5.333,,147,305.0,,452,610
31 23 19.40,Wellpoints,1100,"Thereafter, per month",,8.39,3.814,,69,217.0,,286,400
31 23 19.40,Wellpoints,1300,"500' long header, 8"" diameter, first month",,10.63,3.010,,54,172.0,,226,315
31 23 19.40,Wellpoints,1400,"Thereafter, per month",,20.91,1.530,,38.50,87.0,,125.50,173
31 23 19.40,Wellpoints,1600,"1,000' long header, 10"" diameter, first month",,11.62,2.754,,43,157.0,,203,285
31 23 19.40,Wellpoints,1700,"Thereafter, per month",,41.81,.765,,23,43.5,,66.50,90.50
31 23 19.40,Wellpoints,1900,Note: above figures include pumping 168 hrs. per week,,,,,,,,,
31 23 19.40,Table: Backfill and Dewatering Costs,10,BACKFILL,R312323-30,,,,,,,,
31 23 19.40,Table: Backfill and Dewatering Costs,15,"By hand, no compaction, light soil",1 Clab,14.0,.571,LC.Y,,26.0,,26.0,3461696.0
31 23 19.40,Table: Backfill and Dewatering Costs,100,Heavy soil,11,0.727,,,,33.0,,33.0,49.5
31 23 19.40,Table: Backfill and Dewatering Costs,300,"Compaction in 6"" layers, hand tamp, add to above",20.60,0.388,E.C.Y.,,,17.7,,17.7,26.5
31 23 19.40,Table: Backfill and Dewatering Costs,400,"Roller compaction operator walking, add",B-10A,100.0,.120,,,6.65,1.37,8.02,11.4
31 23 19.40,Table: Backfill and Dewatering Costs,500,"Air tamp, add",B 9D,190.0,211,,,9.7,1.87,11.57,16.4
31 23 19.40,Table: Backfill and Dewatering Costs,600,"Vibrating plate, add",A 1D,60.0,.133,,,6.1,1.88,7.98,11.1
31 23 19.40,Table: Backfill and Dewatering Costs,800,"Compaction in 12"" layers, hand tamp, add to above",1 Clab,34.0,235,,,,10.75,,10.75
31 23 19.40,Table: Backfill and Dewatering Costs,900,"Roller compaction operator walking, add",B-10A,150.0,.080,,,4.44,0.91,5.35,7.6
31 23 19.40,Table: Backfill and Dewatering Costs,1000,"Air tamp, add",B 9,285.0,.140,,,6.45,1.16,7.61,10.9
31 23 19.40,Table: Backfill and Dewatering Costs,1100,"Vibrating plate, add-",A -1E,90.0,.089,,,4.05,1.52,5.57,7.7
31 23 19.40,Table: Backfill and Dewatering Costs,1300,"Dozer backfilling, bulk, up to 300' haul, no compaction",B -10B,1200.0,.010,L.C.Y.,,0.55,1.12,1.67,2.0
31 23 19.40,Table: Backfill and Dewatering Costs,1400,"Air tamped, add",B-11B,80.0,.200,E.C.Y.,,10.25,5.6,15.85,21.5
31 23 19.40,Table: Backfill and Dewatering Costs,1600,"Compacting backfill, 6"" to 12"" lift, vibrating roller",B-10C,800.0,.015,,,0.83,2.52,3.35,4.0
31 23 19.40,Table: Backfill and Dewatering Costs,1700,Sheepsfoot roller,B-10D,750.0,.016,,,0.89,2.37,3.26,3.9
31 23 19.40,Table: Backfill and Dewatering Costs,1900,"Dozer backfilling, trench, up to 300' haul, no compaction",B-10B,900.0,.013,LC.Y.,,0.74,1.5,2.24,2.7
31 23 19.40,Table: Backfill and Dewatering Costs,2000,"Air tamped, add",B-11B,80.0,.200,E.C.Y.,,10.25,5.6,15.85,21.5
31 23 19.40,Table: Backfill and Dewatering Costs,2200,"Compacting backfill, 6"" to 12"" lift, vibrating roller",B-10C,700.0,.017,,,0.95,2.88,3.83,4.5
31 23 19.40,Table: Backfill and Dewatering Costs,2300,Sheepsfoot roller,B-10D,650.0,.018,+,,1.02,2.74,3.76,4.53
31 23 19.40,Table: Backfill and Dewatering Costs,2350,"Spreading in 8"" layers, small dozer",B-10B,1060.0,.011,LC.Y.,,0.63,1.27,1.9,2.3
31 23 23.14,"Backfill, Structural",10,"BACKFILL, STRUCTURAL",,,,,,,,,
31 23 23.14,"Backfill, Structural",11,Dozer or F.E.loader,,,,,,,,,
31 23 23.14,"Backfill, Structural",20,"From existing stockpile, no compaction",,,,,,,,,
31 23 23.14,"Backfill, Structural",1000,"55 HP wheeled loader, 50' haul, common earth",B-11C,200.0,0.08,LC.Y.,,4.24,1.64,5.88,8.1
31 23 23.14,"Backfill, Structural",2000,"80 HP, 50' haul, sand & gravel",B-10L,1100.0,0.011,,,.61 %,0.49,1.1,1.44
31 23 23.14,"Backfill, Structural",2010,Sandy clay & loam,,1070.0,0.011,,,.62,0.5,1.12,1.48
31 23 23.14,"Backfill, Structural",2020,Common earth,,975.0,0.012,,,.68,0.55,1.23,1.62
31 23 23.14,"Backfill, Structural",2040,Clay,,850.014,,,,.78,0.63,1.41,1.86
31 23 23.14,"Backfill, Structural",2400,"300' haul, sand & gravel",,370.0,0.032,,,1.80,1.45,3.25,4.27
31 23 23.14,"Backfill, Structural",2410,Sandy clay & loam,,360.0,0.033,,,1.85,1.49,3.34,4.39
31 23 23.14,"Backfill, Structural",2420,Common earth,,330.0,0.036,,,2.02,1.62,3.64,4.79
31 23 23.14,"Backfill, Structural",2440,Clay,,290.0,0.041,,,2.30,1.85,4.15,5.45
31 23 23.14,"Backfill, Structural",3000,"105 HP, 50' haul, sand & gravel",B-10W,1350.0,0.009,,,.49,0.49,0.98,1.27
31 23 23.14,"Backfill, Structural",3010,Sandy clay & loam,,1325.0,0.009,,,.50,0.5,,1.3
31 23 23.14,"Backfill, Structural",3020,Common earth,,11225.0,0.01,,,.54 !,0.54,1.08,1.4
31 23 23.14,"Backfill, Structural",3040,Clay,,1100.0,0.011,,,.61,0.6,1.21,1.56
31 23 23.14,"Backfill, Structural",3300,"300' haul, sand & gravel",,465.0,0.026,,,1.43,1.42,2.85,3.69
31 23 23.14,"Backfill, Structural",3310,Sandy clay & loam,,455.0,0.026,,,1.46,1.45,2.91,3.78
31 23 23.14,"Backfill, Structural",3320,Common earth,,415.0,0.029,,,1.60,1.59,3.19,4.14
31 23 23.14,"Backfill, Structural",3340,Clay,,370.0,0.032,,,1.80,1.78,3.58,4.64
31 23 23.14,"Backfill, Structural",4000,"200 HP, 50' haul, sand & gravel",B-10B,2500.0,0.005,,,.27,0.54,0.81,0.99
31 23 23.14,"Backfill, Structural",4010,Sandy clay & loam,,2435.0,0.005,,,.27,0.55,0.82,1.02
31 23 23.14,"Backfill, Structural",4020,Common earth,,2200.0,0.005,,,.30,0.61,0.91,1.12
31 23 23.14,"Backfill, Structural",4040,Clay,,1950.0,0.006,,,.34,0.69,1.03,1.27
31 23 23.14,"Backfill, Structural",4400,"300' haul, sand & gravel",,805.0,0.015,,,.83,1.68,2.51,3.07
31 23 23.14,"Backfill, Structural",4410,Sandy clay & loam,,790.0,0.015,,,.84,1.71,2.55,3.13
31 23 23.14,"Backfill, Structural",4420,Common earth,,735.0,0.016,,,.91,1.83,2.74,3.37
31 23 23.14,"Backfill, Structural",4440,Clay,,660.0,0.018,,,1.01,2.04,3.05,3.75
31 23 23.14,"Backfill, Structural",5000,"300 HP, 50' haul, sand & gravel",B-10M,3170,0.004,L.C.Y.,,.212A444,0.51,0.721,0.88
31 23 23.14,"Backfill, Structural",5010,Sandy clay & loam,,3110,0.004,,,.21,0.52,0.73,0.9
31 23 23.14,"Backfill, Structural",5020,Common earth,,2900,0.004,,,.23,0.56,0.79,0.96
31 23 23.14,"Backfill, Structural",5040,Clay,,2700,0.004,,,.25,0.6,0.85,1.03
31 23 23.14,"Backfill, Structural",5400,"300' haul, sand & gravel",,1500,0.008,,,,1.09,1.53,1.86
31 23 23.14,"Backfill, Structural",5410,Sandy clay & loam,,1470,0.008,,,0.45,1.11,1.56,1.89
31 23 23.14,"Backfill, Structural",5420,Common earth,,1350,0.009,,,0.49,1.21,1.7,2.06
31 23 23.14,"Backfill, Structural",5440,Clay,,1225,0.01,,,0.54,1.33,1.87,2.27
31 23 23.16,Fill By Borrow and Utility Bedding,10,FILL BY BORROW AND UTILITY BEDDING,,,,,,,,,
31 23 23.16,Fill By Borrow and Utility Bedding,15,"Fill by borrow, load, 1 mile haul, spread with dozer",,,,,,,,,1226.0
31 23 23.16,Fill By Borrow and Utility Bedding,20,for embankments,B-15,1200.0,0.023,L.C.Y.,12.55,1.26,2.4,16.21,18.3
31 23 23.16,Fill By Borrow and Utility Bedding,35,Select fill for shoulders & embankments,,1200.0,0.023,,16.25,1.26,2.4,19.91,22.5
31 23 23.16,Fill By Borrow and Utility Bedding,40,"Fill, for hauling over 1 mile, add to above per C.Y., see Section 31 23 23.20",,,,Mile,,,,1.41,1.73
31 23 23.16,Fill By Borrow and Utility Bedding,49,"Utility bedding, for pipe & conduit, not incl. compaction",,,,,,,,,
